hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,total_nights,total_revenue,arrival_month_num,arrival_date,season,traveler_type,is_weekend_booking,has_special_request
City Hotel,0,24,2017,August,47,12,1,6,2,0,0,BB,NLD,Corporate,Direct,0,0,0,A,D,0,No Deposit,0,0,30,Transient-Party,151.22,0,0,Check-Out,2015-12-31,2,7,1058.54,8,2017-08-12,Summer,Leisure,1,0
City Hotel,0,30,2019,October,4,7,0,5,2,0,1,BB,BRA,Direct,Undefined,1,0,3,A,A,2,No Deposit,0,0,0,Transient,100.57,0,1,Check-Out,2019-02-08,3,5,502.85,10,2019-10-07,Autumn,Group/Family,0,1
Resort Hotel,0,21,2017,August,7,17,3,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,7,0,0,Contract,121.65,0,0,Check-Out,2015-12-03,3,4,486.6,8,2017-08-17,Summer,Group/Family,1,0
City Hotel,0,79,2018,August,40,10,3,6,2,2,0,HB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,6,0,0,Transient,129.7,1,2,Check-Out,2017-03-05,4,9,1167.3,8,2018-08-10,Summer,Group/Family,1,1
Resort Hotel,1,82,2018,October,43,6,1,4,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,D,0,No Deposit,6,0,0,Transient,136.63,0,3,Canceled,2019-07-08,2,5,683.15,10,2018-10-06,Autumn,Leisure,1,1
City Hotel,0,81,2019,July,9,27,3,1,1,0,1,BB,FIN,Groups,TA/TO,1,0,1,C,A,0,Non Refund,0,0,7,Transient,89.81,0,2,Check-Out,2018-05-18,2,4,359.24,7,2019-07-27,Summer,Leisure,1,1
Resort Hotel,0,43,2019,August,49,7,2,0,2,1,0,HB,Unknown,Online TA,Direct,0,0,0,A,B,4,No Deposit,4,0,0,Transient-Party,124.51,1,0,Check-Out,2017-02-15,3,2,249.02,8,2019-08-07,Summer,Group/Family,1,0
City Hotel,1,118,2019,July,22,19,3,5,1,2,0,BB,ITA,Online TA,Direct,0,1,0,A,A,2,No Deposit,1,0,0,Transient,143.13,0,0,Canceled,2016-10-07,3,8,1145.04,7,2019-07-19,Summer,Group/Family,1,0
City Hotel,0,198,2016,November,10,14,2,4,2,0,0,BB,NLD,Direct,TA/TO,0,0,0,A,D,0,No Deposit,8,0,1,Transient,64.69,0,1,Check-Out,2018-11-15,2,6,388.14,11,2016-11-14,Autumn,Leisure,1,1
City Hotel,1,217,2019,May,4,25,4,2,4,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient,50.45,1,3,Canceled,2016-05-26,4,6,302.7,5,2019-05-25,Spring,Group/Family,1,1
City Hotel,1,3,2016,May,38,27,1,6,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,4,0,2,Transient,86.28,1,0,Canceled,2016-09-08,2,7,603.96,5,2016-05-27,Spring,Last-Minute,1,0
Resort Hotel,0,55,2017,March,37,11,0,5,2,0,0,BB,DEU,Online TA,Direct,0,0,0,A,A,1,No Deposit,6,0,0,Transient,72.97,0,3,Check-Out,2017-08-30,2,5,364.85,3,2017-03-11,Spring,Leisure,0,1
City Hotel,0,11,2018,October,49,2,3,1,1,2,0,BB,USA,Corporate,GDS,0,0,0,D,A,0,No Deposit,3,0,0,Transient,68.12,0,1,Check-Out,2015-09-10,3,4,272.48,10,2018-10-02,Autumn,Group/Family,1,1
City Hotel,1,408,2018,June,38,1,3,2,2,0,0,BB,NOR,Online TA,Corporate,0,0,0,D,A,0,No Deposit,6,0,0,Transient,150.83,0,0,Canceled,2019-03-22,2,5,754.15,6,2018-06-01,Summer,Leisure,1,0
Resort Hotel,0,39,2018,June,31,26,0,0,1,2,0,BB,NOR,Offline TA/TO,Direct,1,0,1,E,A,2,No Deposit,9,0,1,Transient,79.67,1,4,Check-Out,2016-12-04,3,0,0.0,6,2018-06-26,Summer,Group/Family,0,1
City Hotel,1,179,2018,December,44,10,0,2,2,2,0,BB,AUT,Online TA,Direct,1,0,1,A,D,0,No Deposit,5,0,10,Transient,66.93,1,0,Canceled,2019-01-25,4,2,133.86,12,2018-12-10,Winter,Group/Family,0,0
Resort Hotel,0,10,2019,November,30,12,3,2,3,0,0,BB,PRT,Online TA,TA/TO,0,2,0,B,F,1,No Deposit,6,0,0,Transient-Party,84.77,1,0,No-Show,2018-10-18,3,5,423.85,11,2019-11-12,Autumn,Group/Family,1,0
City Hotel,0,364,2017,December,36,9,2,1,3,0,0,BB,BEL,Complementary,Direct,0,2,0,F,D,0,No Deposit,2,0,0,Transient,48.43,1,1,Check-Out,2015-09-01,3,3,145.29,12,2017-12-09,Winter,Group/Family,1,1
Resort Hotel,1,33,2017,March,16,23,2,2,2,0,0,BB,Unknown,Online TA,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,114.01,0,2,Canceled,2018-04-15,2,4,456.04,3,2017-03-23,Spring,Leisure,1,1
City Hotel,0,39,2019,November,46,26,3,1,3,0,0,BB,ITA,Offline TA/TO,Undefined,0,0,0,D,F,0,No Deposit,0,0,3,Transient,53.47,1,2,Check-Out,2017-11-08,3,4,213.88,11,2019-11-26,Autumn,Group/Family,1,1
City Hotel,0,79,2016,June,5,11,1,5,1,0,0,BB,DEU,Online TA,Undefined,0,0,0,A,A,0,Non Refund,0,1,2,Transient,81.22,0,0,Check-Out,2017-07-29,1,6,487.32,6,2016-06-11,Summer,Corporate,1,0
City Hotel,0,84,2018,January,12,1,1,4,1,0,0,BB,Unknown,Complementary,TA/TO,0,0,0,A,D,0,Non Refund,0,0,0,Transient,72.53,0,1,Check-Out,2016-09-05,1,5,362.65,1,2018-01-01,Winter,Leisure,1,1
Resort Hotel,0,43,2018,June,32,20,3,4,3,0,0,HB,FIN,Offline TA/TO,Direct,1,0,2,D,F,0,No Deposit,1,0,0,Transient,134.26,0,1,Check-Out,2018-03-23,3,7,939.82,6,2018-06-20,Summer,Group/Family,1,1
City Hotel,1,281,2018,July,33,10,2,4,4,0,0,BB,PRT,Direct,GDS,1,0,1,D,A,1,No Deposit,2,0,0,Contract,119.74,1,0,Canceled,2018-06-04,4,6,718.44,7,2018-07-10,Summer,Group/Family,1,0
City Hotel,1,51,2018,March,3,19,1,0,2,0,0,FB,BRA,Online TA,TA/TO,1,0,2,A,G,1,No Deposit,10,4,0,Transient-Party,55.71,1,1,Canceled,2019-06-18,2,1,55.71,3,2018-03-19,Spring,Corporate,1,1
City Hotel,0,10,2017,July,18,27,4,3,1,3,0,BB,ITA,Corporate,TA/TO,0,0,0,B,A,1,No Deposit,1,0,1,Transient,110.19,0,0,Check-Out,2016-01-31,4,7,771.33,7,2017-07-27,Summer,Group/Family,1,0
Resort Hotel,0,31,2019,October,40,23,5,3,1,0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,G,B,0,No Deposit,0,0,0,Transient,98.46,0,1,Check-Out,2016-11-20,1,8,787.68,10,2019-10-23,Autumn,Leisure,1,1
Resort Hotel,0,88,2017,June,48,21,0,7,2,0,0,BB,USA,Corporate,TA/TO,0,0,0,D,A,0,No Deposit,2,0,0,Transient,100.99,0,0,Check-Out,2019-07-09,2,7,706.93,6,2017-06-21,Summer,Leisure,0,0
Resort Hotel,0,45,2018,June,32,25,1,3,2,2,0,Undefined,ITA,Online TA,Corporate,1,0,1,B,C,1,No Deposit,7,0,0,Transient,152.95,1,1,Check-Out,2015-10-06,4,4,611.8,6,2018-06-25,Summer,Group/Family,1,1
City Hotel,0,118,2016,June,22,11,3,3,2,0,0,HB,DEU,Offline TA/TO,Direct,0,1,0,F,B,1,No Deposit,0,0,0,Transient,141.47,0,3,Check-Out,2017-04-15,2,6,848.82,6,2016-06-11,Summer,Leisure,1,1
City Hotel,1,29,2018,November,16,3,0,2,1,1,0,BB,CHN,Online TA,TA/TO,1,0,3,D,E,0,No Deposit,7,0,0,Transient,42.8,0,1,Canceled,2016-05-24,2,2,85.6,11,2018-11-03,Autumn,Leisure,0,1
City Hotel,1,42,2018,February,1,27,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,1,0,F,A,1,No Deposit,4,0,0,Transient,98.05,0,0,Canceled,2016-03-24,2,5,490.25,2,2018-02-27,Winter,Leisure,1,0
Resort Hotel,0,27,2019,July,18,16,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,0,0,0,Transient,133.24,1,1,Check-Out,2018-01-28,2,3,399.72,7,2019-07-16,Summer,Leisure,1,1
City Hotel,1,6,2018,May,18,22,2,5,2,0,0,BB,AUT,Online TA,Corporate,0,0,0,D,A,0,No Deposit,2,0,0,Transient,62.16,0,1,Canceled,2017-02-14,2,7,435.12,5,2018-05-22,Spring,Last-Minute,1,1
City Hotel,1,500,2018,November,40,10,1,1,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,3,0,7,Transient,79.74,0,1,Canceled,2017-02-20,1,2,159.48,11,2018-11-10,Autumn,Leisure,1,1
Resort Hotel,1,29,2019,March,16,2,3,1,4,0,0,BB,ESP,Direct,TA/TO,1,1,2,A,A,0,No Deposit,3,0,0,Contract,78.92,0,1,Canceled,2018-03-30,4,4,315.68,3,2019-03-02,Spring,Group/Family,1,1
City Hotel,0,136,2018,June,41,19,2,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,6,0,0,Transient,113.3,0,2,Check-Out,2018-12-03,2,9,1019.7,6,2018-06-19,Summer,Leisure,1,1
City Hotel,0,344,2018,June,34,4,2,6,3,1,1,BB,NLD,Complementary,TA/TO,0,0,0,A,A,0,No Deposit,3,0,0,Transient,123.36,1,2,Check-Out,2017-10-24,5,8,986.88,6,2018-06-04,Summer,Group/Family,1,1
City Hotel,1,19,2018,November,6,16,4,3,1,0,0,BB,GBR,Offline TA/TO,Corporate,0,0,0,E,A,0,No Deposit,0,0,0,Transient,83.42,0,3,Canceled,2018-01-18,1,7,583.94,11,2018-11-16,Autumn,Leisure,1,1
City Hotel,1,342,2018,April,3,6,3,4,3,2,0,BB,FRA,Aviation,TA/TO,0,0,0,A,G,0,No Deposit,7,2,0,Transient,65.47,0,0,Canceled,2017-09-03,5,7,458.29,4,2018-04-06,Spring,Corporate,1,0
Resort Hotel,1,18,2019,August,5,11,3,1,2,2,0,SC,CHN,Complementary,TA/TO,0,2,0,B,A,2,No Deposit,0,0,0,Transient,195.49,1,1,Canceled,2019-06-08,4,4,781.96,8,2019-08-11,Summer,Group/Family,1,1
City Hotel,1,94,2017,March,51,17,0,4,4,0,0,SC,GBR,Offline TA/TO,Direct,0,2,0,A,D,0,No Deposit,0,0,0,Transient,67.86,0,2,Canceled,2015-09-07,4,4,271.44,3,2017-03-17,Spring,Group/Family,0,1
City Hotel,1,80,2018,December,11,15,2,2,1,0,0,BB,NOR,Online TA,Corporate,0,1,0,A,B,0,No Deposit,6,0,0,Transient,95.67,0,0,Canceled,2018-07-30,1,4,382.68,12,2018-12-15,Winter,Leisure,1,0
City Hotel,0,86,2018,August,33,22,2,4,2,0,0,BB,RUS,Direct,Direct,0,1,0,A,D,2,No Deposit,0,0,0,Transient,149.82,1,0,Check-Out,2018-11-22,2,6,898.92,8,2018-08-22,Summer,Leisure,1,0
City Hotel,0,37,2019,August,32,4,4,3,1,1,0,BB,PRT,Groups,Corporate,0,0,0,A,D,0,No Deposit,10,0,0,Transient-Party,142.34,0,2,Check-Out,2019-04-29,2,7,996.38,8,2019-08-04,Summer,Leisure,1,1
City Hotel,0,182,2019,July,19,24,0,4,2,0,0,BB,DEU,Corporate,TA/TO,0,0,0,B,A,0,Non Refund,2,0,15,Transient,128.61,1,1,Check-Out,2018-11-07,2,4,514.44,7,2019-07-24,Summer,Leisure,0,1
City Hotel,1,162,2018,June,52,25,3,2,2,0,0,BB,POL,Direct,Corporate,0,2,0,A,A,0,No Deposit,2,0,7,Transient,85.55,0,1,Canceled,2018-01-18,2,5,427.75,6,2018-06-25,Summer,Leisure,1,1
City Hotel,1,369,2018,April,7,8,0,4,4,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,0,0,0,Transient,73.01,1,4,Canceled,2017-07-21,5,4,292.04,4,2018-04-08,Spring,Group/Family,0,1
City Hotel,0,84,2017,August,28,24,2,2,1,0,0,SC,FRA,Online TA,TA/TO,1,0,1,A,F,0,No Deposit,0,0,0,Transient-Party,114.67,0,1,Check-Out,2019-05-01,1,4,458.68,8,2017-08-24,Summer,Leisure,1,1
City Hotel,1,95,2018,December,9,18,3,6,2,1,0,BB,ITA,Offline TA/TO,TA/TO,1,0,5,A,B,0,No Deposit,8,0,0,Transient,98.73,0,0,Canceled,2017-03-22,3,9,888.57,12,2018-12-18,Winter,Group/Family,1,0
City Hotel,0,280,2019,June,19,14,0,3,2,0,0,BB,FRA,Complementary,Corporate,0,1,0,A,D,0,No Deposit,6,0,0,Transient-Party,95.2,0,3,Check-Out,2018-03-02,2,3,285.6,6,2019-06-14,Summer,Leisure,0,1
Resort Hotel,1,138,2019,November,44,26,0,2,2,1,0,BB,ESP,Online TA,GDS,0,0,0,B,B,3,No Deposit,5,0,0,Transient,71.06,0,1,Canceled,2019-07-01,3,2,142.12,11,2019-11-26,Autumn,Group/Family,0,1
Resort Hotel,0,64,2019,March,20,2,2,3,2,0,0,BB,BRA,Complementary,TA/TO,0,0,0,A,B,2,No Deposit,6,0,0,Transient,73.7,0,1,Check-Out,2016-03-24,2,5,368.5,3,2019-03-02,Spring,Leisure,1,1
Resort Hotel,0,112,2017,December,52,16,0,3,1,0,0,BB,USA,Offline TA/TO,TA/TO,1,0,2,D,D,0,No Deposit,2,0,0,Transient,80.49,0,2,Check-Out,2019-08-07,1,3,241.47,12,2017-12-16,Winter,Leisure,0,1
City Hotel,0,84,2019,June,41,22,2,5,2,0,0,HB,ESP,Online TA,Corporate,0,0,0,A,D,0,Non Refund,1,0,30,Transient,102.12,0,2,Check-Out,2017-12-14,2,7,714.84,6,2019-06-22,Summer,Leisure,1,1
City Hotel,0,58,2019,June,16,15,1,3,1,0,0,BB,ESP,Online TA,Corporate,1,0,2,D,C,0,Refundable,0,0,0,Transient,97.7,0,1,Check-Out,2018-01-08,1,4,390.8,6,2019-06-15,Summer,Leisure,1,1
City Hotel,1,239,2017,July,40,21,0,3,1,3,0,BB,CHE,Online TA,GDS,1,0,3,A,A,0,No Deposit,0,0,0,Transient,123.72,0,2,Canceled,2016-08-19,4,3,371.16,7,2017-07-21,Summer,Group/Family,0,1
City Hotel,1,180,2018,September,32,6,0,3,2,0,0,BB,SWE,Corporate,GDS,0,0,0,A,D,0,Refundable,4,1,0,Transient-Party,106.12,0,4,Canceled,2015-08-09,2,3,318.36,9,2018-09-06,Autumn,Corporate,0,1
City Hotel,0,33,2018,September,17,9,0,4,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,0,Non Refund,0,0,0,Transient-Party,83.15,0,1,Check-Out,2017-06-11,1,4,332.6,9,2018-09-09,Autumn,Leisure,0,1
City Hotel,0,5,2018,July,50,12,2,2,2,0,0,BB,Unknown,Corporate,TA/TO,0,0,0,F,A,0,Non Refund,4,0,0,Transient,135.68,0,0,Check-Out,2016-02-11,2,4,542.72,7,2018-07-12,Summer,Last-Minute,1,0
Resort Hotel,1,44,2019,July,39,10,1,1,2,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,C,0,No Deposit,0,0,0,Transient,144.45,0,1,Canceled,2018-01-14,2,2,288.9,7,2019-07-10,Summer,Leisure,1,1
City Hotel,1,221,2018,January,14,7,3,2,2,0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,G,0,No Deposit,0,0,0,Transient,74.63,0,0,Canceled,2017-04-09,2,5,373.15,1,2018-01-07,Winter,Leisure,1,0
City Hotel,0,34,2018,May,5,5,0,2,3,1,1,SC,ITA,Offline TA/TO,Direct,1,0,2,D,A,0,No Deposit,4,0,0,Transient-Party,90.9,0,1,Check-Out,2016-01-22,5,2,181.8,5,2018-05-05,Spring,Group/Family,0,1
Resort Hotel,1,17,2018,June,22,26,2,1,2,1,0,BB,AUT,Offline TA/TO,Undefined,0,0,0,E,D,1,No Deposit,8,0,0,Transient,131.55,0,0,Canceled,2015-07-21,3,3,394.65,6,2018-06-26,Summer,Group/Family,1,0
City Hotel,1,64,2018,August,37,23,0,4,3,0,0,BB,ESP,Offline TA/TO,Corporate,0,1,0,D,A,0,No Deposit,0,0,0,Transient,111.31,1,1,Canceled,2015-12-15,3,4,445.24,8,2018-08-23,Summer,Group/Family,0,1
Resort Hotel,0,88,2019,August,24,8,4,4,2,0,0,BB,Unknown,Offline TA/TO,TA/TO,1,0,4,A,A,0,No Deposit,0,0,30,Transient,144.81,1,0,Check-Out,2016-11-01,2,8,1158.48,8,2019-08-08,Summer,Leisure,1,0
Resort Hotel,0,25,2018,September,50,27,0,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,10,0,0,Transient,139.99,0,0,Check-Out,2017-09-18,1,2,279.98,9,2018-09-27,Autumn,Leisure,0,0
Resort Hotel,0,41,2018,September,45,12,0,2,3,0,0,SC,IRL,Groups,Direct,0,0,0,E,D,0,No Deposit,1,0,0,Transient,115.94,0,1,Check-Out,2019-01-04,3,2,231.88,9,2018-09-12,Autumn,Group/Family,0,1
City Hotel,0,30,2017,May,8,1,1,2,3,0,0,HB,GBR,Online TA,Direct,1,2,1,C,B,0,No Deposit,6,0,0,Transient,116.55,0,0,Check-Out,2018-09-29,3,3,349.65,5,2017-05-01,Spring,Group/Family,1,0
Resort Hotel,1,50,2017,October,15,10,0,3,2,1,0,SC,RUS,Complementary,TA/TO,1,0,2,B,D,0,No Deposit,4,0,0,Transient,131.33,0,0,Canceled,2019-04-07,3,3,393.99,10,2017-10-10,Autumn,Group/Family,0,0
City Hotel,0,48,2018,January,16,11,4,2,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,A,D,0,Non Refund,4,0,1,Transient-Party,65.5,0,1,Check-Out,2018-09-19,2,6,393.0,1,2018-01-11,Winter,Leisure,1,1
City Hotel,0,40,2019,September,23,27,0,5,3,2,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,0,0,Transient,111.29,0,3,Check-Out,2016-07-17,5,5,556.45,9,2019-09-27,Autumn,Group/Family,0,1
City Hotel,0,21,2017,March,34,23,0,2,1,0,0,HB,Unknown,Online TA,TA/TO,0,0,0,A,A,2,Non Refund,0,0,7,Contract,115.82,0,0,No-Show,2016-05-21,1,2,231.64,3,2017-03-23,Spring,Leisure,0,0
City Hotel,0,52,2017,September,52,20,0,1,2,0,0,SC,ESP,Online TA,GDS,1,0,1,B,D,0,No Deposit,0,0,0,Transient,59.02,0,0,Check-Out,2017-07-18,2,1,59.02,9,2017-09-20,Autumn,Leisure,0,0
City Hotel,1,76,2017,July,14,5,3,4,2,0,0,BB,Unknown,Direct,TA/TO,0,0,0,A,D,0,No Deposit,2,0,0,Transient,127.07,2,0,Canceled,2017-07-21,2,7,889.49,7,2017-07-05,Summer,Leisure,1,0
City Hotel,0,96,2018,July,39,13,2,5,2,3,0,BB,FRA,Online TA,TA/TO,1,0,3,A,A,0,No Deposit,5,0,0,Transient,140.46,0,3,Check-Out,2017-07-27,5,7,983.22,7,2018-07-13,Summer,Group/Family,1,1
Resort Hotel,0,24,2019,September,2,18,3,3,4,0,0,BB,USA,Online TA,Corporate,0,0,0,D,A,0,No Deposit,7,0,0,Transient,86.89,0,2,Check-Out,2017-05-16,4,6,521.34,9,2019-09-18,Autumn,Group/Family,1,1
Resort Hotel,0,0,2018,January,32,10,3,4,3,0,0,BB,POL,Online TA,Direct,0,0,0,D,D,0,No Deposit,4,0,0,Transient,49.46,0,1,Check-Out,2017-01-16,3,7,346.22,1,2018-01-10,Winter,Group/Family,1,1
Resort Hotel,0,44,2018,April,38,21,5,1,2,2,0,HB,ESP,Online TA,TA/TO,0,0,0,E,A,3,Refundable,9,0,2,Transient,113.98,0,0,No-Show,2017-04-04,4,6,683.88,4,2018-04-21,Spring,Group/Family,1,0
City Hotel,0,300,2018,August,4,25,3,5,4,0,0,BB,Unknown,Complementary,Corporate,0,0,0,A,A,0,No Deposit,0,0,0,Group,131.95,1,1,Check-Out,2018-08-17,4,8,1055.6,8,2018-08-25,Summer,Group/Family,1,1
Resort Hotel,0,84,2016,October,12,17,1,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,6,0,3,Transient,109.32,0,0,Check-Out,2018-03-05,1,2,218.64,10,2016-10-17,Autumn,Leisure,1,0
City Hotel,0,238,2018,June,52,19,1,5,1,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,3,0,0,Transient,65.58,1,0,Check-Out,2015-11-22,2,6,393.48,6,2018-06-19,Summer,Leisure,1,0
Resort Hotel,0,85,2018,May,9,4,1,2,2,2,0,BB,USA,Online TA,TA/TO,1,0,4,A,G,0,No Deposit,5,0,0,Contract,69.82,0,2,Check-Out,2016-04-04,4,3,209.46,5,2018-05-04,Spring,Group/Family,1,1
Resort Hotel,1,133,2018,July,14,9,1,1,4,1,0,Undefined,RUS,Corporate,TA/TO,1,0,4,E,A,1,No Deposit,0,0,0,Transient,126.47,0,0,Canceled,2018-04-20,5,2,252.94,7,2018-07-09,Summer,Group/Family,1,0
City Hotel,0,55,2019,August,7,18,0,1,4,0,0,BB,DEU,Online TA,Direct,1,0,2,A,G,0,Non Refund,0,0,0,Group,159.95,0,0,Check-Out,2017-03-21,4,1,159.95,8,2019-08-18,Summer,Group/Family,0,0
Resort Hotel,0,24,2018,July,45,16,1,7,2,0,0,BB,GBR,Online TA,Corporate,0,0,0,A,D,0,Non Refund,0,0,0,Transient,154.1,1,1,Check-Out,2016-08-27,2,8,1232.8,7,2018-07-16,Summer,Leisure,1,1
City Hotel,1,115,2018,November,20,7,0,2,4,0,0,BB,GBR,Online TA,TA/TO,1,0,2,C,B,0,No Deposit,0,0,0,Transient-Party,50.86,0,0,Canceled,2015-08-10,4,2,101.72,11,2018-11-07,Autumn,Group/Family,0,0
City Hotel,0,141,2019,July,24,25,1,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,2,0,7,Transient,103.1,2,0,Check-Out,2019-04-27,2,5,515.5,7,2019-07-25,Summer,Leisure,1,0
City Hotel,1,245,2019,January,21,12,0,2,2,1,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,0,0,0,Transient-Party,72.25,0,3,Canceled,2017-08-30,3,2,144.5,1,2019-01-12,Winter,Group/Family,0,1
City Hotel,0,101,2018,April,38,26,4,3,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,0,0,Transient-Party,82.13,0,5,Check-Out,2015-09-03,3,7,574.91,4,2018-04-26,Spring,Group/Family,1,1
Resort Hotel,1,64,2017,July,3,4,2,3,3,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,4,0,0,Transient,147.28,0,2,Canceled,2018-01-21,4,5,736.4,7,2017-07-04,Summer,Group/Family,1,1
City Hotel,0,500,2018,September,44,21,3,3,1,0,0,SC,CHE,Direct,TA/TO,0,0,0,A,A,0,No Deposit,6,2,7,Transient,101.32,0,2,Check-Out,2015-07-05,1,6,607.92,9,2018-09-21,Autumn,Corporate,1,1
City Hotel,0,138,2018,April,3,28,2,7,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,3,0,0,Transient,69.16,0,2,Check-Out,2017-02-13,1,9,622.44,4,2018-04-28,Spring,Leisure,1,1
City Hotel,0,56,2016,December,31,12,2,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,1,Non Refund,1,0,0,Transient-Party,79.09,0,1,Check-Out,2019-02-11,2,5,395.45,12,2016-12-12,Winter,Leisure,1,1
Resort Hotel,0,89,2016,May,46,12,0,3,2,0,0,BB,PRT,Corporate,TA/TO,1,0,2,D,A,0,No Deposit,1,0,0,Transient-Party,86.09,1,1,Check-Out,2018-03-01,2,3,258.27,5,2016-05-12,Spring,Leisure,0,1
Resort Hotel,0,47,2016,July,31,26,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,F,D,4,No Deposit,0,0,0,Transient,120.52,0,5,Check-Out,2016-05-10,2,2,241.04,7,2016-07-26,Summer,Leisure,0,1
Resort Hotel,1,45,2018,January,51,4,1,1,2,1,0,BB,NLD,Corporate,Corporate,0,0,0,F,A,1,No Deposit,2,0,0,Transient-Party,27.39,0,1,Canceled,2016-09-23,3,2,54.78,1,2018-01-04,Winter,Group/Family,1,1
Resort Hotel,1,40,2018,November,18,12,0,2,1,1,0,HB,FIN,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,1,0,3,Contract,68.44,3,0,Canceled,2017-09-16,2,2,136.88,11,2018-11-12,Autumn,Leisure,0,0
City Hotel,1,5,2017,October,25,23,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0,0,0,Transient,61.15,1,3,Canceled,2019-08-02,2,4,244.6,10,2017-10-23,Autumn,Last-Minute,1,1
City Hotel,0,138,2017,April,4,8,2,2,1,0,1,BB,PRT,Online TA,TA/TO,1,1,5,A,A,1,No Deposit,5,0,0,Transient,66.63,0,1,Check-Out,2015-12-14,2,4,266.52,4,2017-04-08,Spring,Leisure,1,1
City Hotel,1,148,2018,December,35,24,3,2,2,0,0,BB,ESP,Online TA,TA/TO,0,1,0,C,C,1,No Deposit,3,0,0,Transient-Party,76.99,1,1,Canceled,2016-06-19,2,5,384.95,12,2018-12-24,Winter,Leisure,1,1
City Hotel,0,154,2017,May,22,3,2,4,2,0,0,BB,ITA,Direct,TA/TO,0,0,0,E,A,0,No Deposit,4,0,0,Transient,105.63,0,4,Check-Out,2015-10-12,2,6,633.78,5,2017-05-03,Spring,Leisure,1,1
Resort Hotel,0,43,2017,September,22,16,2,2,3,1,0,HB,FRA,Online TA,GDS,0,0,0,B,C,1,Non Refund,8,0,0,Transient,120.45,1,1,Check-Out,2018-02-13,4,4,481.8,9,2017-09-16,Autumn,Group/Family,1,1
City Hotel,1,40,2018,October,44,2,0,3,1,0,0,SC,PRT,Online TA,TA/TO,1,0,1,D,B,0,No Deposit,8,0,0,Transient,86.6,0,2,Canceled,2018-12-18,1,3,259.8,10,2018-10-02,Autumn,Leisure,0,1
Resort Hotel,0,52,2018,September,38,6,0,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient,117.28,1,3,Check-Out,2018-01-09,2,5,586.4,9,2018-09-06,Autumn,Leisure,0,1
City Hotel,1,315,2017,November,36,28,0,3,3,0,0,BB,DEU,Online TA,TA/TO,1,0,1,G,A,0,No Deposit,1,0,0,Transient,72.91,1,0,Canceled,2017-04-27,3,3,218.73,11,2017-11-28,Autumn,Group/Family,0,0
City Hotel,0,293,2018,November,32,17,3,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,5,0,0,Transient,67.85,0,3,Check-Out,2017-03-12,2,5,339.25,11,2018-11-17,Autumn,Leisure,1,1
