hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,57,2018,September,38,9,0,2,2,2.0,0,HB,SWE,Groups,TA/TO,0,0,0,A,F,1,No Deposit,6.0,,0,Transient,109.47,0,0,Check-Out,2017-07-22
City Hotel,1,8,2017,August,5,12,1,1,2,0.0,0,HB,CHN,Online TA,Direct,0,0,0,D,B,0,No Deposit,,,0,Transient,155.03,0,0,Canceled,2018-08-04
Resort Hotel,0,47,2019,June,47,14,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,A,0,No Deposit,2.0,,10,Transient-Party,126.57,0,0,Check-Out,2017-10-22
City Hotel,0,125,2017,April,30,20,4,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,F,0,No Deposit,2.0,,0,Transient,62.12,0,1,Check-Out,2018-08-20
City Hotel,0,39,2017,August,50,4,2,4,2,1.0,0,BB,PRT,Corporate,TA/TO,1,0,1,C,D,1,No Deposit,1.0,,0,Transient,153.02,0,2,Check-Out,2017-03-24
City Hotel,0,38,2018,October,25,15,2,3,2,2.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,113.64,1,1,Check-Out,2015-10-10
City Hotel,0,279,2017,May,1,4,2,3,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,,,3,Transient,112.93,0,1,No-Show,2017-07-18
City Hotel,1,220,2018,January,5,5,2,3,2,2.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,5.0,,0,Transient,108.2,0,1,Canceled,2015-10-22
City Hotel,0,172,2018,April,22,10,1,2,2,2.0,0,Undefined,ESP,Offline TA/TO,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,102.03,2,2,Check-Out,2018-11-11
Resort Hotel,0,293,2019,September,31,12,5,1,4,2.0,0,BB,PRT,Online TA,Direct,0,0,0,B,C,0,No Deposit,7.0,,0,Transient-Party,129.35,0,0,Check-Out,2016-07-21
City Hotel,0,247,2018,December,14,12,3,1,2,2.0,0,FB,ESP,Online TA,TA/TO,1,3,1,D,B,1,Non Refund,2.0,,0,Contract,68.28,0,2,Check-Out,2018-06-11
City Hotel,0,34,2017,January,38,8,3,2,4,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,1,0,F,B,1,No Deposit,4.0,,0,Transient,78.61,0,0,Check-Out,2019-03-30
City Hotel,1,2,2017,May,12,4,2,2,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,0.0,,2,Transient,76.77,0,4,Canceled,2018-12-08
Resort Hotel,0,31,2018,February,47,3,1,3,2,1.0,0,BB,ESP,Offline TA/TO,GDS,1,0,1,E,A,0,No Deposit,6.0,,0,Transient,102.81,0,0,Check-Out,2018-03-25
City Hotel,0,302,2018,May,33,27,2,2,2,0.0,0,BB,CHN,Aviation,TA/TO,0,0,0,A,C,1,Non Refund,0.0,,0,Transient,86.15,0,0,Check-Out,2017-10-02
City Hotel,0,101,2018,June,22,1,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,D,0,No Deposit,1.0,,0,Transient-Party,112.49,0,4,Check-Out,2018-05-25
Resort Hotel,0,6,2017,November,36,18,2,4,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,7.0,,0,Transient,53.52,0,0,Check-Out,2019-03-11
City Hotel,1,126,2017,March,35,20,1,0,2,0.0,0,BB,USA,Online TA,Direct,0,0,0,A,B,0,No Deposit,1.0,,0,Group,69.97,0,4,Canceled,2017-04-12
City Hotel,1,163,2017,October,33,25,3,2,2,0.0,0,BB,PRT,Online TA,Corporate,1,1,3,D,A,2,No Deposit,1.0,,1,Transient,65.35,0,0,Canceled,2018-08-19
City Hotel,0,95,2017,June,25,14,3,1,2,0.0,0,BB,NLD,Corporate,TA/TO,0,0,0,C,C,0,Non Refund,1.0,,1,Transient,138.73,0,1,Check-Out,2019-02-13
City Hotel,1,221,2017,October,49,17,1,5,2,0.0,0,BB,DNK,Online TA,TA/TO,1,2,1,D,A,2,No Deposit,10.0,,7,Transient,79.31,0,2,Canceled,2019-07-02
City Hotel,1,107,2018,July,14,6,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,2.0,,0,Transient,118.66,1,0,Canceled,2016-09-20
City Hotel,0,12,2017,January,8,6,1,5,2,0.0,0,SC,USA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,0.0,,0,Transient,38.55,0,0,Check-Out,2017-11-11
City Hotel,1,199,2018,December,7,10,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,1,0,1,E,E,0,No Deposit,9.0,,0,Transient,49.38,0,0,Canceled,2016-03-13
City Hotel,0,18,2018,March,48,19,4,1,3,0.0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,57.6,0,3,Check-Out,2017-12-24
City Hotel,1,257,2017,August,52,10,1,4,2,1.0,0,HB,IRL,Online TA,TA/TO,1,0,2,A,E,1,No Deposit,0.0,,0,Transient-Party,117.79,0,0,Canceled,2016-08-02
Resort Hotel,0,13,2018,November,14,25,2,2,3,1.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,A,1,No Deposit,3.0,,0,Transient,60.18,0,3,Check-Out,2017-11-01
Resort Hotel,0,15,2018,February,9,26,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,0.0,,10,Transient,53.9,0,1,Check-Out,2017-12-07
Resort Hotel,0,65,2018,August,18,3,3,3,2,1.0,0,SC,USA,Offline TA/TO,TA/TO,1,0,5,A,D,4,No Deposit,3.0,,0,Transient,172.32,2,3,Check-Out,2018-04-25
City Hotel,1,67,2019,October,38,1,0,4,3,0.0,0,FB,FRA,Online TA,TA/TO,0,2,0,A,E,1,No Deposit,8.0,,0,Group,75.8,0,0,Canceled,2017-11-02
City Hotel,0,73,2017,December,30,18,0,3,1,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,G,0,Non Refund,3.0,,0,Transient,91.66,0,1,No-Show,2017-06-16
City Hotel,0,209,2019,September,3,15,3,5,4,0.0,0,BB,BRA,Direct,TA/TO,0,0,0,D,A,0,No Deposit,4.0,0.0,0,Transient,100.48,0,1,Check-Out,2016-03-31
City Hotel,0,14,2018,May,44,20,1,3,2,0.0,0,BB,DEU,Online TA,GDS,0,0,0,B,A,0,No Deposit,,,0,Group,94.85,0,1,Check-Out,2015-12-28
Resort Hotel,1,98,2018,September,8,4,0,1,2,0.0,0,BB,BEL,Direct,Corporate,1,0,4,E,B,0,No Deposit,,,0,Transient,141.86,0,3,Canceled,2018-09-26
City Hotel,1,111,2019,September,37,18,2,2,2,0.0,0,HB,Unknown,Online TA,Direct,0,0,0,D,A,0,No Deposit,0.0,,0,Transient,95.63,0,0,Canceled,2015-12-23
City Hotel,0,22,2019,September,43,10,0,6,1,0.0,0,BB,DEU,Corporate,Corporate,1,0,4,D,D,2,Non Refund,8.0,,0,Transient,134.66,0,3,Check-Out,2015-07-02
City Hotel,1,35,2018,November,29,22,3,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,6.0,,10,Contract,71.2,1,1,Canceled,2018-11-18
City Hotel,1,448,2018,March,31,22,3,3,2,0.0,2,SC,DNK,Corporate,Undefined,0,0,0,C,A,0,No Deposit,7.0,,0,Transient,51.24,0,3,Canceled,2017-12-19
City Hotel,1,127,2018,March,30,19,1,1,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0.0,,0,Transient,62.0,1,0,Canceled,2016-11-16
City Hotel,1,232,2018,August,39,17,2,1,2,0.0,0,SC,FRA,Offline TA/TO,TA/TO,1,0,3,B,E,0,Non Refund,4.0,,0,Transient,127.83,0,0,Canceled,2017-05-02
City Hotel,0,273,2016,December,42,10,0,4,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,0.0,,0,Contract,70.71,0,0,Check-Out,2016-07-28
Resort Hotel,0,27,2016,July,44,25,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,0.0,,0,Transient,82.05,0,2,Check-Out,2017-07-29
City Hotel,0,315,2019,December,45,4,5,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,F,D,0,No Deposit,0.0,0.0,1,Transient,57.1,0,0,Check-Out,2016-05-24
Resort Hotel,0,30,2016,December,39,25,2,7,1,0.0,1,BB,GBR,Online TA,TA/TO,0,2,0,A,A,3,No Deposit,2.0,,0,Transient,107.29,1,0,Check-Out,2015-12-21
Resort Hotel,1,111,2017,November,34,5,1,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,75.2,0,0,Canceled,2017-07-03
City Hotel,1,453,2018,November,13,7,0,5,1,0.0,0,HB,GBR,Online TA,TA/TO,1,0,1,D,G,0,No Deposit,5.0,0.0,0,Transient,75.4,0,0,Canceled,2018-06-18
Resort Hotel,1,18,2016,November,49,19,1,0,1,2.0,0,SC,RUS,Corporate,Direct,0,0,0,A,B,0,No Deposit,0.0,0.0,0,Transient,85.77,0,2,Canceled,2019-03-17
City Hotel,1,440,2017,October,16,19,1,3,1,0.0,0,HB,NOR,Offline TA/TO,TA/TO,0,0,0,E,A,0,No Deposit,,,0,Transient,80.17,0,1,Canceled,2016-07-21
Resort Hotel,0,176,2018,September,1,8,1,4,1,0.0,0,BB,AUT,Online TA,TA/TO,0,2,0,B,D,0,Non Refund,2.0,,0,Contract,109.19,0,0,Check-Out,2018-10-05
City Hotel,1,69,2018,January,4,1,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,1,No Deposit,,,0,Transient,48.11,1,1,Canceled,2017-02-13
City Hotel,1,85,2018,March,4,24,0,3,3,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,G,A,0,No Deposit,,,0,Transient,78.05,3,1,Canceled,2018-07-23
City Hotel,0,38,2018,March,3,8,2,3,4,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,D,1,No Deposit,0.0,,7,Transient,53.14,0,0,Check-Out,2016-08-02
City Hotel,0,80,2018,January,10,19,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,1,D,A,0,No Deposit,0.0,,0,Transient,67.92,0,0,Check-Out,2017-06-18
Resort Hotel,0,1,2018,March,26,17,1,0,2,0.0,0,BB,BRA,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,7.0,,0,Contract,118.17,0,1,Check-Out,2018-02-07
City Hotel,0,287,2018,November,3,9,4,4,4,0.0,2,HB,PRT,Direct,Corporate,1,0,3,E,A,0,No Deposit,1.0,,0,Transient,24.79,2,1,Check-Out,2017-09-22
Resort Hotel,0,66,2018,August,43,20,3,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,167.55,1,1,Check-Out,2018-01-16
City Hotel,0,196,2019,May,22,23,1,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,Non Refund,0.0,,0,Contract,86.07,0,4,Check-Out,2019-03-27
Resort Hotel,1,32,2018,October,5,16,0,4,1,1.0,0,BB,NLD,Online TA,TA/TO,1,0,1,E,D,0,No Deposit,3.0,,0,Transient,109.48,0,1,Canceled,2017-08-03
City Hotel,0,16,2017,July,27,9,4,2,2,0.0,0,BB,ESP,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,4.0,,3,Transient-Party,108.52,1,2,Check-Out,2016-04-26
City Hotel,0,92,2016,March,1,19,1,4,1,0.0,1,BB,ESP,Online TA,GDS,1,0,2,A,A,0,No Deposit,6.0,,0,Transient,102.64,0,1,Check-Out,2017-11-09
City Hotel,0,47,2018,November,39,16,2,2,4,0.0,0,HB,PRT,Offline TA/TO,GDS,0,0,0,A,D,0,No Deposit,2.0,,0,Transient,66.2,0,5,Check-Out,2018-05-03
Resort Hotel,1,111,2016,June,7,21,0,4,2,2.0,0,BB,ITA,Direct,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,124.79,0,0,Canceled,2016-08-22
City Hotel,0,114,2018,September,29,26,2,1,2,1.0,0,BB,PRT,Online TA,Direct,0,0,0,D,F,0,No Deposit,1.0,,0,Transient,118.07,0,1,Check-Out,2016-07-18
City Hotel,0,230,2019,May,27,27,3,1,2,1.0,1,BB,PRT,Online TA,Direct,0,0,0,A,A,3,No Deposit,0.0,,0,Transient,92.69,0,2,Check-Out,2017-02-03
City Hotel,0,148,2018,July,48,13,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,123.58,1,1,Check-Out,2015-08-24
Resort Hotel,1,160,2017,October,35,19,4,1,3,1.0,0,BB,FIN,Online TA,Corporate,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,104.22,0,0,Canceled,2016-05-03
City Hotel,1,205,2018,April,43,5,0,5,2,0.0,0,BB,PRT,Groups,Direct,0,1,0,A,A,0,No Deposit,,,3,Contract,70.16,0,3,Canceled,2017-07-03
City Hotel,0,44,2017,December,25,27,1,1,1,0.0,0,BB,ITA,Groups,TA/TO,1,0,2,F,F,2,No Deposit,3.0,,0,Transient,74.22,0,0,Check-Out,2019-06-22
City Hotel,0,29,2018,February,49,2,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,A,2,No Deposit,6.0,,0,Contract,85.68,0,1,No-Show,2015-11-25
Resort Hotel,0,79,2018,July,9,4,2,3,3,2.0,0,BB,DNK,Online TA,TA/TO,1,0,3,A,A,0,No Deposit,6.0,,0,Transient,102.49,0,0,Check-Out,2019-03-21
Resort Hotel,1,55,2017,November,23,12,1,0,4,3.0,0,BB,USA,Direct,GDS,1,0,1,D,C,1,No Deposit,3.0,,3,Transient,61.81,0,0,Canceled,2016-07-24
City Hotel,0,22,2019,December,50,18,3,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,B,0,No Deposit,6.0,,0,Transient,45.68,0,2,Check-Out,2016-05-03
City Hotel,0,75,2017,May,18,3,3,4,2,2.0,1,BB,SWE,Offline TA/TO,TA/TO,1,0,1,A,A,0,Non Refund,1.0,,7,Contract,56.1,0,0,Check-Out,2017-10-18
City Hotel,0,21,2019,March,8,21,3,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,6.0,,0,Transient,55.1,0,0,Check-Out,2017-01-31
City Hotel,0,21,2016,September,3,25,0,1,1,2.0,1,BB,DNK,Online TA,TA/TO,1,0,2,A,A,1,Non Refund,5.0,,0,Contract,105.49,0,0,Check-Out,2017-08-29
City Hotel,1,120,2017,February,25,19,4,2,2,0.0,0,HB,PRT,Online TA,TA/TO,1,1,1,C,A,2,No Deposit,8.0,,1,Transient,75.61,0,1,Canceled,2016-02-01
Resort Hotel,0,11,2017,July,8,26,3,3,3,0.0,0,BB,DEU,Aviation,Corporate,0,0,0,E,A,0,No Deposit,0.0,0.0,0,Group,146.77,0,1,Check-Out,2018-12-01
City Hotel,0,130,2016,October,37,22,3,1,3,0.0,0,BB,PRT,Online TA,GDS,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,97.23,0,0,Check-Out,2016-04-03
Resort Hotel,1,123,2018,August,44,4,2,4,2,0.0,0,BB,USA,Online TA,TA/TO,1,0,1,G,A,0,No Deposit,2.0,,0,Transient,140.83,0,1,Canceled,2017-08-15
City Hotel,1,270,2018,April,43,4,2,2,4,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,118.73,0,2,Canceled,2018-03-14
Resort Hotel,0,30,2018,July,42,16,2,4,2,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Refundable,0.0,,1,Transient,137.24,0,2,Check-Out,2017-07-16
City Hotel,1,39,2017,November,29,11,1,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,4.0,,0,Transient,97.02,0,3,Canceled,2018-07-12
City Hotel,0,96,2018,August,40,26,2,2,1,0.0,0,BB,ESP,Corporate,TA/TO,1,0,5,A,A,0,No Deposit,6.0,,0,Transient,126.71,1,3,Check-Out,2016-09-23
City Hotel,1,79,2018,September,26,26,3,1,3,0.0,0,BB,SWE,Offline TA/TO,TA/TO,1,0,3,F,F,0,No Deposit,1.0,,0,Transient,96.23,0,1,Canceled,2019-07-10
City Hotel,0,132,2018,June,39,13,2,2,4,0.0,0,BB,PRT,Direct,TA/TO,0,2,0,B,G,2,Non Refund,4.0,,0,Contract,110.62,0,1,Check-Out,2016-01-21
City Hotel,0,457,2018,April,7,21,2,2,2,0.0,0,SC,CHN,Groups,Corporate,0,0,0,A,B,0,No Deposit,1.0,,0,Transient,54.37,0,1,Check-Out,2016-04-18
Resort Hotel,1,38,2018,May,47,11,0,2,2,0.0,0,SC,DNK,Online TA,TA/TO,0,0,0,B,D,0,No Deposit,0.0,,0,Contract,73.74,0,3,Canceled,2017-10-10
Resort Hotel,0,32,2017,July,50,7,1,0,3,1.0,0,SC,FRA,Online TA,Corporate,0,0,0,A,A,2,Non Refund,6.0,,10,Transient,166.19,0,2,Check-Out,2015-08-04
City Hotel,0,11,2018,May,16,27,2,1,1,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,1,0,A,E,0,No Deposit,3.0,,0,Transient,92.11,1,1,Check-Out,2016-07-21
City Hotel,1,48,2018,August,8,14,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,2,A,A,1,No Deposit,4.0,,0,Transient,128.88,0,1,Canceled,2019-03-21
City Hotel,0,64,2018,September,44,4,1,2,4,0.0,0,HB,Unknown,Corporate,Corporate,0,3,0,D,A,0,No Deposit,,,0,Transient,136.92,1,1,Check-Out,2018-01-17
City Hotel,1,91,2017,September,29,8,3,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,15,Transient-Party,95.45,0,1,Canceled,2019-06-03
City Hotel,1,387,2017,April,23,12,1,2,4,1.0,0,BB,BRA,Online TA,Direct,0,0,0,A,A,0,No Deposit,2.0,,0,Transient,132.8,0,2,Canceled,2016-08-01
Resort Hotel,0,99,2017,September,33,13,4,6,2,1.0,0,SC,CHE,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,4.0,0.0,0,Transient,122.68,0,0,Check-Out,2017-05-21
Resort Hotel,1,4,2017,September,14,25,2,6,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,1,0,1,A,B,2,No Deposit,0.0,,0,Transient,108.92,1,1,Canceled,2018-06-24
Resort Hotel,1,169,2017,January,38,9,2,1,1,0.0,0,BB,PRT,Direct,GDS,0,0,0,A,D,3,No Deposit,6.0,,0,Transient,92.21,0,0,Canceled,2015-11-28
City Hotel,1,302,2019,February,11,9,1,0,1,1.0,1,HB,ESP,Offline TA/TO,TA/TO,1,0,2,G,B,0,No Deposit,8.0,,0,Transient,50.71,1,0,Canceled,2018-01-17
Resort Hotel,0,69,2018,August,25,2,0,1,1,0.0,1,HB,DNK,Complementary,TA/TO,1,0,1,A,D,0,No Deposit,0.0,,0,Transient-Party,156.85,0,1,Check-Out,2018-09-01
Resort Hotel,0,8,2018,June,16,3,0,2,4,0.0,2,BB,ITA,Corporate,TA/TO,0,0,0,A,D,0,Refundable,6.0,1.0,0,Transient-Party,167.37,1,3,Check-Out,2017-06-29
City Hotel,1,49,2017,March,41,21,2,2,3,0.0,0,BB,GBR,Offline TA/TO,Corporate,0,1,0,A,D,0,No Deposit,7.0,,0,Group,68.1,0,1,Canceled,2019-04-10
City Hotel,0,39,2019,February,25,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,4,No Deposit,2.0,,0,Transient,64.98,0,2,Check-Out,2018-01-11
Resort Hotel,0,34,2017,April,28,17,1,3,2,0.0,1,BB,PRT,Online TA,Corporate,0,1,0,E,A,1,No Deposit,4.0,2.0,0,Transient-Party,96.38,0,4,Check-Out,2016-02-01
City Hotel,1,165,2018,December,14,4,4,3,1,1.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,C,1,No Deposit,0.0,0.0,10,Transient,104.27,0,1,Canceled,2019-07-19
City Hotel,0,1,2019,September,2,27,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,1,0,1,A,A,1,Non Refund,5.0,,0,Transient,105.13,0,0,Check-Out,2015-12-24
City Hotel,0,500,2018,July,49,14,4,3,1,0.0,0,SC,Unknown,Complementary,TA/TO,0,0,0,G,A,0,No Deposit,0.0,,0,Transient,152.11,0,3,Check-Out,2016-01-22
City Hotel,0,257,2019,December,46,21,0,2,2,0.0,0,HB,PRT,Online TA,Direct,0,0,0,A,E,0,Non Refund,6.0,,0,Transient,75.28,0,2,Check-Out,2018-07-08
City Hotel,1,2,2018,August,28,9,3,2,1,0.0,0,HB,PRT,Online TA,TA/TO,1,0,2,A,A,3,No Deposit,3.0,,0,Transient,151.19,1,0,Canceled,2018-01-10
Resort Hotel,0,9,2017,September,15,8,4,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,2,0,A,E,2,No Deposit,5.0,,0,Contract,113.57,0,2,Check-Out,2017-03-20
Resort Hotel,0,134,2017,May,30,1,4,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,F,A,3,No Deposit,0.0,,0,Transient,108.0,0,0,Check-Out,2017-12-19
City Hotel,0,33,2017,August,18,13,1,4,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,4.0,0.0,3,Transient,146.29,0,0,Check-Out,2016-11-03
City Hotel,1,18,2016,March,38,28,0,1,2,0.0,0,BB,GBR,Online TA,Corporate,0,0,0,A,A,0,No Deposit,2.0,,0,Transient-Party,74.98,0,0,Canceled,2018-01-19
City Hotel,1,119,2018,June,12,3,4,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,2,0,B,A,0,No Deposit,5.0,,1,Transient-Party,87.4,1,2,Canceled,2018-02-20
City Hotel,0,280,2017,January,17,14,0,5,2,0.0,0,SC,GBR,Corporate,GDS,0,0,0,A,A,3,No Deposit,,,0,Transient,52.66,1,2,Check-Out,2015-09-07
City Hotel,0,373,2019,April,3,19,2,2,4,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,C,A,0,No Deposit,2.0,,15,Transient-Party,99.13,0,1,Check-Out,2016-07-14
City Hotel,0,1,2017,February,24,27,1,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,56.23,0,3,Check-Out,2017-09-29
City Hotel,1,249,2018,June,51,6,5,3,2,0.0,0,BB,IRL,Corporate,TA/TO,1,0,1,E,F,0,No Deposit,7.0,,7,Transient,146.72,0,0,Canceled,2016-06-05
City Hotel,0,98,2019,October,10,4,1,2,1,0.0,0,HB,FRA,Corporate,TA/TO,0,0,0,A,E,0,No Deposit,6.0,3.0,0,Transient-Party,87.94,0,0,Check-Out,2018-08-04
City Hotel,0,32,2017,June,8,20,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,1,3,5,A,E,0,No Deposit,2.0,0.0,0,Transient,107.94,0,0,Check-Out,2017-09-12
City Hotel,0,115,2018,October,19,1,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Contract,91.17,1,0,Check-Out,2018-12-07
City Hotel,1,500,2018,August,40,28,2,3,2,0.0,0,HB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,137.81,1,1,Canceled,2017-12-17
Resort Hotel,0,53,2017,July,4,10,2,3,2,0.0,0,BB,PRT,Online TA,GDS,1,0,1,A,B,0,Non Refund,1.0,,0,Transient,177.35,1,1,Check-Out,2018-07-07
City Hotel,0,38,2018,May,47,13,2,7,2,0.0,0,BB,ESP,Offline TA/TO,Undefined,1,0,2,D,F,1,No Deposit,2.0,,10,Contract,83.12,0,1,Check-Out,2019-07-07
Resort Hotel,1,16,2017,November,31,12,0,2,2,0.0,0,BB,ESP,Aviation,TA/TO,1,1,1,A,D,0,Refundable,0.0,,0,Transient,90.61,0,0,Canceled,2018-01-10
City Hotel,1,5,2018,February,33,11,4,1,3,0.0,0,FB,PRT,Offline TA/TO,Corporate,1,0,3,A,A,1,No Deposit,0.0,,0,Transient,86.44,0,4,Canceled,2018-05-27
City Hotel,1,206,2018,September,31,4,1,2,2,0.0,0,BB,DNK,Offline TA/TO,Corporate,0,2,0,D,A,0,No Deposit,2.0,,0,Transient,143.59,0,3,Canceled,2018-04-11
Resort Hotel,0,30,2018,August,17,17,2,1,2,0.0,0,SC,SWE,Online TA,Corporate,0,0,0,D,A,0,No Deposit,1.0,1.0,0,Group,164.09,1,3,Check-Out,2017-11-22
City Hotel,1,220,2018,July,29,15,0,5,1,0.0,0,BB,IRL,Online TA,GDS,0,0,0,D,G,0,Refundable,0.0,0.0,3,Transient,93.93,0,1,Canceled,2019-06-26
City Hotel,0,31,2017,May,33,21,1,3,2,1.0,0,BB,NOR,Online TA,Corporate,0,0,0,A,A,0,Non Refund,0.0,0.0,0,Transient-Party,61.6,0,2,Check-Out,2015-12-27
City Hotel,0,225,2018,July,25,3,2,3,1,1.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,2,Non Refund,5.0,,0,Transient,128.59,0,0,Check-Out,2016-12-01
City Hotel,0,71,2019,November,39,10,2,4,3,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,0,Transient,80.17,0,1,Check-Out,2017-10-13
Resort Hotel,0,30,2019,October,23,21,3,3,4,0.0,2,SC,PRT,Online TA,Direct,0,0,0,C,A,3,No Deposit,4.0,,0,Transient-Party,100.45,1,1,Check-Out,2017-05-02
City Hotel,1,278,2018,December,31,14,0,1,3,0.0,0,BB,PRT,Online TA,Direct,0,0,0,A,D,2,No Deposit,5.0,,0,Group,74.85,0,2,Canceled,2018-05-08
City Hotel,0,146,2018,May,35,19,5,1,2,0.0,0,BB,PRT,Online TA,Direct,0,0,0,A,A,0,Non Refund,9.0,,0,Transient-Party,88.83,1,2,Check-Out,2018-09-19
City Hotel,0,22,2019,June,3,21,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,B,2,No Deposit,3.0,,0,Transient,103.36,0,2,Check-Out,2018-11-24
City Hotel,1,33,2017,January,45,4,2,4,2,2.0,1,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,0.0,0,Transient-Party,57.58,1,0,Canceled,2016-02-05
Resort Hotel,1,33,2018,December,20,25,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0.0,,0,Transient,101.23,1,1,Canceled,2017-04-05
Resort Hotel,0,162,2017,June,22,14,1,4,1,0.0,0,BB,Unknown,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,0.0,,0,Transient,121.51,0,0,Check-Out,2018-04-09
City Hotel,0,260,2019,June,31,6,2,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,6.0,0.0,0,Transient,91.19,0,1,Check-Out,2017-02-22
